204516.1	347251.3	3416.771	128982	18852.68	20020.83	95317.03	31689.56	1194.372	40665.16	36504.92	185.016	16.833	131310.6	0	13342.44	8859.263	24406.81	39826.04	847.569	99862.43	192413.5	854.84	327.034	32797.15	18625.85	2682.667	10844.91	42523.79	225971.5	1031388
62269.3	66029.6	28504.74	87495.11	14670.39	48805	9397.171	51949.07	10205.94	304373.3	247636.8	1937.826	1871.807	7687.03	13410.62	0	76216.78	1356.084	158.799	5726.63	340629.1	8958.94	1166.019	19580.06	21187.43	54835.48	11158.88	6048.278	2449194	119937.2	429314.9
640212.2	38469.11	967305.3	369483.6	29597.37	68266.99	201272.1	973406.6	11749.01	3372307	5143308	552735.1	153079	82762.92	124946.3	400064.1	0	6082.919	19380.48	25925.19	3296155	93851.19	3603.902	286201.3	116221.1	2503111	139857	244046.7	675294.3	187986.9	4457831
132498.6	3449856	106500.8	1219607	1835656	1286421	6338552	1341010	34539.46	1465658	489704.7	19516.39	110125.5	461551.1	705584.1	95520.26	597860.8	0	933271.6	310160.3	341631.9	830262.8	376849.9	25509.19	143846.4	293045.2	42772.62	92124.94	322029.6	8452016	7543763
246354.8	979616.6	30727.68	345206.5	237394.2	151493	1348575	117627.2	8834.148	202218.4	73821.34	3557.399	23487	128262.4	89580.4	30918.52	86480.29	211772.6	0	32740.62	147951.9	330965.6	21374.61	3863.804	44384.67	148882.6	11126.19	25071.8	285396.1	1270280	1419572
161155.3	84588.09	15589.14	78478.71	455957.7	364691.1	106654.1	23717.67	570.957	111400.9	43676.52	2131.787	811.908	9036.524	15940.1	90229.2	60750.25	5660.803	8621.109	0	71575.24	305507.7	10762.58	3543.312	333.069	188451.3	20174.66	3029.685	77785.63	6127920	642352.4
680677.8	90967.72	115977.8	1091493	22226.63	75467.88	204021.6	245686.4	22005.35	1382746	4849070	46620.12	40100.93	77214.53	473287.2	409765	475526.2	17930.25	3301.859	31117.79	0	168608.6	20407.88	80822.21	109662.5	355748	56232.31	99193.77	729936	385139	5410735
7930.738	773195.6	4660.952	32079.76	37589.57	17313.35	55402.78	6352.464	911.446	37032.51	21001.06	3511.754	424.126	8854.314	16763.62	23632.25	38761.16	11517.33	10369.16	8985.932	32861.67	0	830.511	1108.274	8732.402	17174.61	10135.99	4446.447	49834.04	142819.1	290604.1
10700.61	19068.29	9334.15	47317.1	25906.75	40947.24	26314.65	441146.4	26986.12	205747.3	215848.5	3981.481	7615.601	6596.352	6194.759	16464.68	108625.2	2305.677	6294.108	2515.656	157069.4	5007.692	0	16907.58	7126.111	79067.16	359863	13397.06	168377.3	107939.6	606296.5
56837.75	188.124	5415.239	62500.32	9408.411	5244.957	26937.91	113685.7	7096.02	406623.2	355023.7	10017.96	5209.841	22896.22	17938.1	41589.78	101844.9	360.865	1109.952	3852.945	275785.5	18226.64	53189.82	0	25358.63	2170159	79878.75	2483.16	164190.2	123551.3	572146.7
229607.9	61050.34	23029.24	289123.1	45467.35	2764.876	43344.77	15366.14	3233.404	59668.33	38414.29	1878.928	987.918	107679.8	51502.28	22235.23	62718.02	4263.164	849.798	3635.284	49547.77	40333.68	4452.698	9602.795	0	22585.28	3480.535	7304.513	150794.2	112176.4	495212.3
1063140	28571.32	178771.6	380091.7	25429.45	151475.4	360466.5	436789.1	10607.99	2563956	2483609	62727.07	40730.09	143469.5	117050.1	801347.9	905582.6	12682.49	51456.76	66317.4	1492623	94215.47	27763.7	722596.2	84172.35	0	71102.14	73325.68	1406220	205444.7	3960679
9092.82	37573.35	72693.26	87255.82	16196.61	31767.94	62773.57	1279015	190688.8	308875.1	785194.1	35048.39	26707.56	3896.35	8858.943	201701.4	280623.8	2831.986	2440.845	2623.42	777840.2	24262.16	674772.2	20707.39	50338.02	134645.1	0	33527.65	242651.4	65845.74	578813.9
98474.62	14315.88	8460.793	63102.28	3316.68	1184.186	9809.805	13646.29	468.478	92925.06	134549	27377.07	9429.021	5401.838	109974.1	91551.45	85869.93	159.141	451.674	838.732	149149.4	5774.459	26020.25	16858.75	19467.22	132692.9	3742.407	0	66237.56	271453.7	737851.3
203172	1029836	273839.1	803982.7	198428.7	269333.6	274573.4	2025514	43204.22	4609281	3237757	153423.6	110605.7	227026	180582.9	3799776	2083993	21870.04	6639.098	121444	4146216	629060.3	167468.3	255600.3	288293.1	1026239	141566.4	144648.8	0	956978.6	6071204
647686.1	2511072	512644.2	1197563	1.09E+07	1280043	2741317	415314.2	86013.42	2996016	985718.3	174986.9	22870.61	696518.1	1063474	660469.1	2846472	507059	288816.7	4841732	1669393	1741353	206712.1	111299.3	143069.7	911367.6	479976.7	171451.8	1610733	0	1.13E+07
4189109	3135401	1428386	1.07E+07	1106247	1100288	5190747	3069650	552720.7	9347303	8482353	677624.7	1286772	3449062	2867259	1444364	3159276	1333898	768260.9	570592.8	8840813	3263205	1032706	489980.4	1019632	2601185	483633.4	2142001	3839687	8217813	0
0	507.266	213.042	504269.2	1514.109	16923.59	90154.82	107.117	81.389	4797.075	7425.589	32.858	186.099	21919.28	33603.21	105.896	17509.91	1135.69	42508.84	1680.867	2350.777	670.832	629.938	239.156	85.492	18629.92	244.853	4397.345	2859.628	29013.67	212793.9
18564.74	0	8296.782	30247.42	12351.9	372.928	3657243	3307.75	3543.644	78000.98	69437.27	5262.19	2379.581	221106.7	99289.06	2068.586	229111.6	29077.14	87797.42	13045.68	31100.48	303029.9	995.034	12705.12	18937.16	31457.1	8723.596	34853.17	74460.5	158444.8	805583.2
3294.985	891.357	0	7670.465	2686.293	169.323	963976.5	36006.98	5869.078	158299.6	2079895	57743.22	222072.3	198941.5	74436.7	2173.049	943371.3	9830.664	19982.08	1605.543	119619.8	1431.94	953.383	116278.8	2595.888	105247.4	13910.13	375480.2	65267.88	30884.86	2031324
124074.2	6528.197	5191.271	0	3390.986	10080.96	479726.6	191.763	1874.135	17026.38	25668.96	1561.209	72.601	45384.13	74955.77	102.871	75551.83	6881.338	53706.61	3085.396	5188.083	368.643	203.834	8327.168	2567.495	23483.94	2016.428	7735.989	7502.37	82766.47	294458.6
14920.62	9792.818	11567.62	150837	47.692	6644.598	4575669	9482.255	6564.406	89033.6	99429.68	8020.943	16531.24	545588.3	160120.2	2923.34	443763.6	41517.39	144478.9	441150.4	28858.62	8051.68	3867.549	61150	6004.492	44883.92	10096.73	154003	67838.4	2679457	2078148
74834.54	465.179	1219.604	116385.2	5922.698	0	1223205	262.535	998.083	5664.655	6857.018	375.033	313.213	51745.35	20735.2	412.709	20286.65	3824.394	28395.34	11409.17	3070.061	504.839	107.289	1878.763	785.858	26029.45	4844.836	3280.125	4211.961	50970.23	274420.9
160580.4	150143.7	15836.46	393642.3	43543.08	845.215	0	84762.18	36857.73	238874	161643.3	4362.977	4054.813	274894	221318	2553.631	938340.9	3297861	3048220	40312.36	24935.5	63043.52	4491.54	16008.06	25601.46	66836.67	14443.08	49140.3	94713.12	578986.7	7013495
