1,2.9314,-0.048788,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1,-1.6503,-0.026462,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1,2.6042,-0.032225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN
1,1.4574,-0.12784,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN
1,1.1559,-0.083555,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN
1,1.6517,-0.0057785,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN
1,3.5128,-0.13994,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NaN,NaN
1,2.5424,0.013282,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NaN,NaN
1,-3.8699,0.039094,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN
1,-0.33318,-0.046971,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN
1,2.0652,-0.17387,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NaN,NaN
1,1.5786,-0.013772,1,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN
1,-5.4202,0.020796,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1,-2.15,0.026197,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN
1,-1.4163,0.027105,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN
1,-0.4535,-0.023005,1,0,1,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN
1,-0.74433,0.014318,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN
1,1.3137,0.0013066,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,NaN
1,-1.4594,0.045525,1,0,1,0,0,0,0,0,0,1,0,0,0,0,NaN,NaN
1,-6.3605,0.064267,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN
1,-3.0408,0.02613,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN
1,0.25596,-0.12201,1,0,1,0,0,0,0,0,0,0,0,0,1,0,NaN,NaN
1,-1.9022,0.02508,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN
1,4.1428,0.00012727,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN
1,8.6966,-0.16267,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NaN,NaN
1,6.1063,-0.010002,1,0,0,1,0,0,1,0,0,0,0,0,0,0,NaN,NaN
1,6.0946,0.047882,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NaN,NaN
1,6.1367,-0.042413,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NaN,NaN
1,7.0873,0.039865,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NaN,NaN
1,1.2979,0.037839,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NaN,NaN
1,1.6171,0.00071768,1,0,0,1,0,0,0,0,0,0,0,1,0,0,NaN,NaN
1,5.2912,-0.030946,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NaN,NaN
1,3.6897,0.005108,1,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,NaN
1,3.9025,-0.15152,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NaN,NaN
1,0.089846,-0.055412,1,0,0,0,1,0,1,0,0,0,0,0,0,0,NaN,NaN
1,-0.52508,-0.0010327,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NaN,NaN
1,5.6751,-0.1046,1,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,NaN
1,-0.60827,0.021323,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NaN,NaN
1,-9.0836,0.031698,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NaN,NaN
1,-1.1727,-0.00035914,1,0,0,0,1,0,0,0,0,0,0,1,0,0,NaN,NaN
1,-1.3652,-0.12682,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN
1,-1.1524,0.011687,1,0,0,0,1,0,0,0,0,0,0,0,0,1,NaN,NaN
1,-1.8413,0.19701,1,0,0,0,0,1,1,0,0,0,0,0,0,0,NaN,NaN
1,-1.6241,0.17999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,NaN,NaN
1,-0.20387,0.076057,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NaN,NaN
1,-2.0615,0.11296,1,0,0,0,0,1,0,0,0,1,0,0,0,0,NaN,NaN
1,-6.7776,0.1382,1,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN
1,-2.5993,0.025616,1,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN
1,-0.066022,-0.022456,1,0,0,0,0,1,0,0,0,0,0,0,1,0,NaN,NaN
1,-1.5467,0.0027878,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN
1,-2.8762,0.10895,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NaN,NaN
1,10.88,-0.23218,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NaN,NaN
1,-3.2497,0.10108,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NaN,NaN
1,-10.212,0.11413,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN
1,-7.3644,0.030503,1,0,0,0,0,0,1,0,0,0,0,1,0,0,NaN,NaN
1,-0.019466,0.12952,1,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,NaN
1,-2.8849,0.061142,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN,NaN
1,4.2347,-0.1246,1,0,0,0,0,0,0,1,1,0,0,0,0,0,NaN,NaN
1,-0.38465,-0.0026471,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NaN,NaN
1,-3.0007,0.0020303,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NaN,NaN
1,-1.5729,-0.019235,1,0,0,0,0,0,0,1,0,0,0,1,0,0,NaN,NaN
1,1.7623,-0.12248,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NaN,NaN
1,-0.76098,-0.0091796,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NaN,NaN
1,-3.5844,0.098842,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NaN,NaN
1,-5.8825,0.16829,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NaN,NaN
1,-6.6397,0.17867,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NaN,NaN
1,-0.82227,-0.020724,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,NaN
1,-4.8294,0.045406,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NaN,NaN
1,-1.4504,0.055105,1,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,NaN
1,-2.2221,-0.017951,1,0,0,0,0,0,0,0,0,1,0,1,0,0,NaN,NaN
1,0.47494,-0.092932,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,NaN
1,0.40708,-0.016254,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NaN,NaN
1,4.8763,0.0062209,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN,NaN
1,4.239,-0.17573,1,0,0,0,0,0,0,0,0,0,1,0,1,0,NaN,NaN
1,3.4642,-0.054077,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN
1,2.8508,-0.16994,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NaN,NaN
1,1.368,0.0080114,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NaN,NaN
1,-1.4626,0.11051,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN
1,-0.83851,-0.0015303,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1,-1.8229,0.0096338,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN
1,0.057657,0.10615,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN
1,1.322,0.011762,0,1,1,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN
1,0.53535,-0.028692,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN
1,0.73223,0.09246,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NaN,NaN
1,-1.0704,-0.016546,0,1,1,0,0,0,0,0,0,1,0,0,0,0,NaN,NaN
1,0.44082,-0.023615,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN
1,0.22373,0.024312,0,1,1,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN
1,1.1221,0.0030642,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NaN,NaN
1,-0.54937,-0.0099358,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN
1,-0.1118,0.0058908,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN
1,5.5888,-0.061292,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NaN,NaN
1,3.3001,0.047092,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NaN,NaN
1,2.7925,0.027199,0,1,0,1,0,0,0,1,0,0,0,0,0,0,NaN,NaN
1,0.97347,0.071067,0,1,0,1,0,0,0,0,1,0,0,0,0,0,NaN,NaN
1,2.8945,0.00012103,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NaN,NaN
1,3.5175,-0.027717,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NaN,NaN
1,0.29993,0.021227,0,1,0,1,0,0,0,0,0,0,0,1,0,0,NaN,NaN
1,1.5756,0.11646,0,1,0,1,0,0,0,0,0,0,0,0,1,0,NaN,NaN
1,0.46076,-0.0075816,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NaN,NaN
1,5.0493,-0.055908,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NaN,NaN
1,1.5382,-0.0040815,0,1,0,0,1,0,1,0,0,0,0,0,0,0,NaN,NaN
1,0.42745,-0.027479,0,1,0,0,1,0,0,1,0,0,0,0,0,0,NaN,NaN
1,4.7665,0.0031211,0,1,0,0,1,0,0,0,1,0,0,0,0,0,NaN,NaN
1,-0.54641,-0.024184,0,1,0,0,1,0,0,0,0,1,0,0,0,0,NaN,NaN
1,-2.6094,-0.039621,0,1,0,0,1,0,0,0,0,0,1,0,0,0,NaN,NaN
1,1.7647,0.014387,0,1,0,0,1,0,0,0,0,0,0,1,0,0,NaN,NaN
1,-0.82623,0.014818,0,1,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN
1,-0.1268,-0.0067663,0,1,0,0,1,0,0,0,0,0,0,0,0,1,NaN,NaN
1,-1.5398,0.15273,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NaN,NaN
1,-1.8183,0.057933,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NaN,NaN
1,-2.2593,0.088163,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NaN,NaN
1,-3.1464,-0.028161,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NaN,NaN
1,-1.4503,-0.028728,0,1,0,0,0,1,0,0,0,0,1,0,0,0,NaN,NaN
1,-0.8087,-0.055249,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN
1,-0.67383,0.023575,0,1,0,0,0,1,0,0,0,0,0,0,1,0,NaN,NaN
1,-1.6678,-0.11128,0,1,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN
1,-3.372,0.031173,0,1,0,0,0,0,1,1,0,0,0,0,0,0,NaN,NaN
1,8.5232,-0.17579,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NaN,NaN
1,-4.6362,0.0042378,0,1,0,0,0,0,1,0,0,1,0,0,0,0,NaN,NaN
1,-5.1859,-0.0085241,0,1,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN
1,-5.8753,-0.0060817,0,1,0,0,0,0,1,0,0,0,0,1,0,0,NaN,NaN
1,-0.92885,0.21983,0,1,0,0,0,0,1,0,0,0,0,0,1,0,NaN,NaN
1,-3.3077,-0.0086414,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NaN,NaN
1,2.3736,0.0095656,0,1,0,0,0,0,0,1,1,0,0,0,0,0,NaN,NaN
1,-1.2753,-0.021708,0,1,0,0,0,0,0,1,0,1,0,0,0,0,NaN,NaN
1,2.5209,-0.042842,0,1,0,0,0,0,0,1,0,0,1,0,0,0,NaN,NaN
1,0.41198,0.021957,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NaN,NaN
1,1.3488,0.045606,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NaN,NaN
1,-0.68787,-0.0011862,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NaN,NaN
1,-2.6139,-0.054382,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NaN,NaN
1,1.5003,-0.010744,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NaN,NaN
1,-2.7937,0.085697,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NaN,NaN
1,0.62532,0.013201,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NaN,NaN
1,-2.8952,-0.080764,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NaN,NaN
1,4.9619,0.029293,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NaN,NaN
1,0.65345,0.042302,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NaN,NaN
1,0.95207,0.094217,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NaN,NaN
1,1.3709,0.0108,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NaN,NaN
1,1.3396,0.092286,0,1,0,0,0,0,0,0,0,0,1,1,0,0,NaN,NaN
1,-1.6961,0.037227,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NaN,NaN
1,-1.9843,-0.0012109,0,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN
